"age","job","marital","default","balance","housing","loan","duration","y"
35,"management","single","no",3544,"yes","no",380,"yes"
23,"student","single","no",508,"no","no",544,"no"
63,"retired","divorced","no",1490,"no","no",506,"yes"
39,"services","married","no",1970,"yes","no",30,"no"
59,"blue-collar","married","no",448,"no","no",198,"no"
34,"admin.","married","no",592,"yes","no",49,"no"
49,"management","divorced","no",1405,"no","no",29,"no"
59,"management","married","no",101,"no","yes",29,"no"
63,"retired","married","no",48,"no","no",251,"yes"
34,"management","married","no",158,"no","no",190,"yes"
36,"services","married","no",4721,"no","no",150,"yes"
31,"management","married","no",877,"no","no",192,"yes"
28,"management","single","no",187,"no","no",206,"yes"
80,"retired","married","no",8304,"no","no",712,"yes"
39,"blue-collar","married","no",276,"no","no",334,"yes"
34,"services","divorced","no",44,"no","no",118,"no"
83,"retired","married","no",4761,"no","no",294,"no"
31,"management","single","no",147,"no","no",163,"yes"
39,"services","married","no",323,"no","no",874,"yes"
50,"admin.","married","no",2971,"no","no",722,"no"
27,"admin.","single","no",240,"yes","yes",46,"no"
50,"technician","single","no",2,"no","no",2389,"no"
30,"blue-collar","single","no",799,"no","no",674,"yes"
73,"retired","married","no",508,"no","no",154,"no"
67,"retired","married","no",2540,"no","no",278,"yes"
29,"blue-collar","single","no",322,"no","no",434,"yes"
36,"management","married","no",495,"no","no",187,"yes"
24,"student","single","no",358,"no","no",245,"yes"
58,"management","married","no",256,"no","no",508,"no"
30,"technician","single","no",2371,"no","no",661,"yes"
21,"student","single","no",53,"no","no",270,"yes"
27,"admin.","single","no",861,"no","no",212,"yes"
56,"admin.","married","no",602,"no","no",458,"yes"
66,"admin.","married","no",4041,"no","no",713,"yes"
28,"unemployed","single","no",304,"no","no",516,"no"
71,"retired","divorced","no",275,"no","no",293,"yes"
26,"services","single","no",12,"no","no",563,"yes"
30,"unemployed","single","no",4082,"no","no",215,"no"
30,"admin.","married","no",166,"no","no",30,"no"
31,"management","married","no",1126,"no","no",20,"no"
31,"management","single","no",938,"no","no",472,"no"
31,"management","single","no",4533,"no","no",262,"no"
62,"retired","married","no",1742,"no","no",167,"yes"
32,"self-employed","single","no",46,"yes","no",485,"yes"
68,"retired","divorced","no",2027,"no","no",619,"yes"
37,"admin.","married","no",3221,"no","no",379,"yes"
27,"management","single","no",1720,"no","no",910,"yes"
59,"retired","divorced","no",1194,"yes","no",132,"no"
35,"technician","married","no",294,"yes","no",238,"no"
45,"technician","single","no",2033,"no","no",243,"yes"
51,"admin.","married","no",0,"yes","yes",177,"no"
76,"self-employed","married","no",4984,"no","no",126,"no"
27,"management","single","no",2786,"no","no",270,"no"
64,"retired","married","no",3189,"no","no",208,"yes"
28,"management","single","no",2725,"no","no",292,"yes"
48,"technician","divorced","no",1290,"no","no",58,"no"
38,"student","divorced","no",2946,"no","no",605,"yes"
66,"housemaid","married","no",1230,"no","no",288,"yes"
30,"management","single","no",572,"no","no",339,"yes"
38,"blue-collar","married","no",1630,"yes","no",101,"no"
39,"technician","single","no",1435,"no","no",383,"yes"
24,"technician","single","no",403,"no","no",247,"yes"
30,"services","divorced","no",436,"yes","no",1720,"yes"
24,"unemployed","married","no",6,"no","no",21,"no"
75,"retired","married","no",962,"no","no",344,"no"
63,"retired","married","no",23047,"no","no",530,"no"
49,"technician","married","no",1071,"no","no",169,"yes"
34,"management","married","no",3301,"yes","no",485,"yes"
36,"admin.","married","no",1031,"no","no",282,"yes"
46,"blue-collar","married","no",1723,"no","no",176,"yes"
32,"technician","single","no",705,"no","no",544,"yes"
52,"blue-collar","married","no",955,"no","yes",301,"yes"
53,"entrepreneur","married","no",1961,"no","no",91,"no"
71,"retired","married","no",29941,"no","no",80,"no"
25,"blue-collar","single","no",303,"no","no",252,"yes"
60,"management","married","no",8334,"no","no",143,"no"
29,"management","single","no",1431,"no","no",201,"no"
50,"admin.","married","no",100,"yes","no",23,"no"
20,"student","single","no",153,"no","no",100,"yes"
46,"services","married","no",0,"yes","no",154,"no"
61,"retired","married","no",2011,"no","no",292,"no"
57,"management","divorced","no",3287,"no","no",867,"yes"
32,"admin.","single","no",131,"yes","no",522,"yes"
52,"management","married","no",1708,"no","no",193,"no"
32,"management","married","no",913,"yes","no",883,"no"
64,"retired","divorced","no",109,"no","no",706,"yes"
33,"management","single","no",224,"no","no",342,"yes"
30,"blue-collar","single","no",315,"no","no",1407,"yes"
36,"management","single","no",538,"no","no",339,"yes"
32,"technician","married","no",903,"yes","no",181,"no"
59,"management","married","no",5397,"no","no",671,"yes"
34,"student","single","no",5969,"no","no",442,"no"
25,"student","single","no",1957,"no","no",1207,"yes"
43,"services","married","no",774,"no","no",482,"yes"
75,"retired","married","no",468,"no","no",316,"no"
37,"self-employed","single","no",1188,"no","no",310,"yes"
24,"student","single","no",1082,"no","no",185,"no"
35,"management","married","no",1870,"yes","no",134,"no"
30,"technician","single","no",254,"yes","yes",167,"no"
27,"management","single","no",6791,"no","no",136,"no"
31,"technician","married","no",3338,"yes","no",122,"no"
21,"student","single","no",762,"no","no",288,"no"
40,"technician","married","no",697,"no","no",220,"no"
53,"blue-collar","married","no",960,"no","yes",180,"no"
37,"admin.","divorced","no",450,"yes","yes",15,"no"
37,"admin.","single","no",16,"no","no",11,"no"
26,"student","single","no",696,"no","no",22,"no"
46,"blue-collar","married","no",67,"no","no",9,"no"
49,"management","married","no",1167,"yes","yes",213,"yes"
42,"technician","divorced","no",2611,"yes","no",300,"yes"
27,"blue-collar","single","no",3145,"no","no",374,"yes"
57,"unemployed","married","no",1350,"no","no",131,"no"
30,"technician","single","no",938,"no","no",171,"no"
45,"technician","married","no",1818,"yes","yes",427,"no"
57,"technician","married","no",363,"no","no",195,"no"
33,"management","single","no",794,"no","no",12,"no"
29,"technician","single","no",825,"no","no",472,"yes"
27,"student","single","no",833,"no","no",359,"no"
37,"technician","married","no",122,"no","no",266,"yes"
30,"blue-collar","single","no",185,"no","no",11,"no"
35,"management","married","no",358,"no","no",18,"no"
34,"services","married","no",746,"no","no",32,"no"
72,"retired","married","no",0,"no","no",348,"no"
31,"services","single","no",334,"no","no",54,"no"
47,"management","single","no",334,"yes","no",614,"yes"
38,"management","single","no",623,"no","no",297,"yes"
48,"management","single","no",86,"no","no",281,"yes"
36,"management","married","no",1790,"yes","no",132,"no"
55,"housemaid","divorced","no",976,"no","no",345,"yes"
39,"technician","single","no",393,"no","no",325,"yes"
49,"admin.","single","no",293,"no","no",452,"yes"
26,"management","single","no",222,"no","no",247,"yes"
37,"services","single","no",23,"yes","no",197,"no"
68,"retired","divorced","no",476,"no","no",363,"yes"
31,"student","single","no",4951,"no","no",150,"no"
22,"student","single","no",10971,"no","no",181,"no"
45,"management","married","no",2724,"no","no",359,"yes"
67,"retired","married","no",2391,"no","no",737,"yes"
22,"housemaid","single","no",1796,"no","no",369,"yes"
60,"retired","married","no",11,"no","no",265,"yes"
31,"blue-collar","single","no",54,"yes","no",401,"yes"
60,"retired","married","no",2060,"no","no",135,"no"
58,"blue-collar","married","no",3109,"no","no",295,"yes"
41,"admin.","married","no",3126,"yes","no",222,"yes"
47,"admin.","married","no",0,"no","yes",238,"no"
23,"services","single","no",488,"no","no",205,"yes"
30,"student","single","no",314,"no","no",189,"no"
39,"management","married","no",2939,"no","no",385,"no"
35,"unemployed","married","no",978,"no","no",660,"yes"
33,"management","single","no",718,"yes","no",271,"yes"
29,"student","single","no",808,"no","no",189,"no"
33,"management","single","no",3143,"no","no",421,"yes"
45,"technician","married","no",2699,"yes","no",264,"no"
50,"technician","married","no",5114,"no","no",286,"no"
32,"technician","divorced","no",3255,"no","no",167,"yes"
44,"blue-collar","single","no",276,"yes","no",13,"no"
27,"student","single","no",1423,"no","no",8,"no"
31,"management","single","no",1539,"yes","no",107,"no"
32,"student","single","no",64,"no","no",598,"yes"
33,"technician","single","no",555,"no","no",255,"no"
48,"admin.","single","no",1544,"yes","no",263,"yes"
19,"student","single","no",424,"no","no",121,"no"
41,"admin.","single","no",985,"yes","no",274,"yes"
49,"housemaid","married","no",360,"no","no",6,"no"
77,"retired","married","no",1047,"no","no",108,"no"
43,"management","single","no",0,"no","no",275,"yes"
32,"technician","single","no",4071,"no","no",319,"yes"
39,"technician","married","no",4861,"yes","no",119,"no"
21,"student","single","no",2488,"no","no",258,"yes"
74,"retired","divorced","no",29080,"no","no",301,"yes"
72,"retired","single","no",1285,"no","no",494,"no"
39,"blue-collar","married","no",1,"yes","no",165,"no"
29,"services","single","no",0,"no","no",12,"no"
52,"management","divorced","no",3,"no","no",28,"no"
42,"technician","married","no",2152,"no","no",113,"no"
32,"management","single","no",12569,"no","no",561,"yes"
63,"retired","married","no",2896,"no","no",304,"yes"
19,"student","single","no",526,"no","no",174,"no"
37,"blue-collar","married","no",195,"yes","no",10,"no"
29,"self-employed","single","no",805,"no","no",302,"no"
53,"services","divorced","no",36,"yes","yes",25,"yes"
34,"self-employed","single","no",0,"yes","no",48,"no"
28,"student","single","no",196,"no","no",423,"yes"
35,"blue-collar","married","no",262,"no","no",96,"no"
31,"services","single","no",1027,"no","no",217,"yes"
67,"retired","married","no",1948,"no","no",844,"no"
43,"technician","divorced","no",4389,"no","no",632,"yes"
32,"self-employed","single","no",4024,"yes","no",150,"no"
26,"blue-collar","single","no",463,"no","yes",248,"yes"
31,"student","single","no",3511,"no","no",667,"yes"
45,"management","married","no",2897,"no","no",301,"no"
39,"management","divorced","no",224,"no","no",194,"yes"
56,"blue-collar","married","no",1014,"no","no",5,"no"
35,"self-employed","single","no",398,"no","no",101,"no"
29,"technician","single","no",738,"no","no",29,"no"
32,"student","single","no",61,"no","yes",178,"no"
28,"services","single","no",198,"no","no",128,"yes"
32,"blue-collar","single","no",1029,"no","no",175,"no"
30,"technician","single","no",0,"yes","no",140,"yes"
65,"retired","divorced","no",744,"no","no",182,"no"
24,"admin.","single","no",674,"yes","no",267,"yes"
32,"management","single","no",623,"no","no",335,"yes"
29,"management","single","no",560,"no","no",212,"no"
50,"technician","married","no",0,"no","yes",257,"no"
46,"management","divorced","no",558,"no","no",319,"yes"
30,"management","married","no",69,"yes","no",42,"no"
60,"technician","married","no",259,"no","no",396,"yes"
33,"blue-collar","single","no",688,"no","no",226,"no"
37,"technician","married","no",432,"yes","no",386,"yes"
60,"management","divorced","no",2694,"no","no",295,"no"
43,"technician","married","no",69,"yes","yes",156,"no"
48,"management","single","no",159,"no","no",229,"yes"
52,"services","married","no",657,"no","no",398,"yes"
29,"management","single","no",1808,"no","no",273,"yes"
71,"retired","divorced","no",392,"no","no",276,"yes"
42,"management","married","no",298,"no","no",214,"no"
47,"management","single","no",6651,"no","no",229,"yes"
70,"retired","married","no",2795,"no","no",480,"yes"
28,"management","single","yes",1414,"yes","no",294,"yes"
70,"retired","divorced","no",4572,"no","no",173,"no"
31,"self-employed","married","no",2666,"no","no",411,"yes"
80,"retired","married","no",668,"no","no",250,"yes"
29,"management","single","no",502,"no","no",968,"yes"
29,"admin.","single","no",1992,"no","no",202,"no"
23,"student","single","no",1809,"no","no",414,"yes"
34,"services","single","no",267,"no","no",449,"yes"
38,"management","married","no",2656,"no","no",230,"no"
69,"retired","married","no",2473,"no","no",967,"yes"
79,"retired","divorced","no",2628,"no","no",220,"no"
19,"student","single","no",372,"no","no",444,"yes"
59,"management","married","no",111,"no","no",312,"no"
27,"admin.","single","no",914,"no","no",131,"no"
35,"blue-collar","single","no",484,"no","no",344,"yes"
38,"admin.","married","no",1767,"yes","no",483,"yes"
32,"technician","single","no",491,"no","no",474,"yes"
36,"technician","single","no",966,"no","no",119,"no"
43,"self-employed","married","no",2501,"no","no",582,"no"
29,"management","single","no",966,"no","no",1185,"no"
26,"student","single","no",1164,"no","no",116,"no"
27,"student","divorced","no",383,"no","no",15,"no"
29,"student","married","no",2229,"no","no",25,"no"
27,"technician","single","no",337,"no","no",23,"yes"
53,"admin.","single","no",654,"no","no",67,"yes"
40,"admin.","married","no",457,"no","no",9,"no"
35,"admin.","single","no",170,"no","no",12,"no"
74,"retired","married","no",5539,"no","no",390,"no"
27,"unemployed","single","no",77,"no","no",305,"no"
35,"self-employed","married","no",2427,"no","no",210,"yes"
50,"entrepreneur","divorced","no",315,"no","no",101,"no"
27,"management","single","no",843,"no","no",123,"no"
66,"retired","divorced","no",53,"no","no",562,"yes"
43,"admin.","single","no",386,"no","no",220,"yes"
25,"management","single","no",380,"no","no",167,"no"
20,"student","single","no",134,"no","no",273,"no"
30,"self-employed","single","no",251,"no","no",537,"yes"
29,"services","single","no",102,"no","no",154,"no"
57,"retired","married","no",1044,"no","no",567,"yes"
72,"retired","divorced","no",402,"no","no",194,"no"
36,"management","married","no",93,"no","no",262,"yes"
31,"management","single","no",2907,"yes","no",248,"yes"
72,"admin.","married","no",2321,"no","no",200,"no"
47,"admin.","single","no",3696,"no","no",250,"yes"
80,"retired","married","no",1468,"no","no",256,"no"
65,"retired","divorced","no",828,"no","no",305,"yes"
30,"student","single","no",459,"no","no",98,"no"
25,"blue-collar","single","no",1857,"yes","no",195,"yes"
33,"management","single","no",1962,"no","no",363,"yes"
29,"self-employed","single","no",1579,"no","no",178,"yes"
79,"retired","divorced","no",2787,"no","no",617,"yes"
24,"student","single","no",1123,"no","no",475,"yes"
27,"technician","single","no",643,"no","no",317,"yes"
63,"retired","married","no",4692,"yes","no",88,"no"
36,"management","single","no",62,"no","no",311,"yes"
38,"self-employed","divorced","no",6447,"no","no",316,"no"
31,"unemployed","married","no",330,"no","no",309,"yes"
22,"student","single","no",71,"no","no",337,"yes"
36,"services","married","no",618,"no","no",360,"yes"
